LIMIT_BAL,AGE,SEX,EDUCATION,MARRIAGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,UTIL_RATIO,PAY_RATIO,AVG_BILL,AVG_PAY,MAX_DELAY,SCORE,DEFAULT,RISK_BAND
320000,32,1,1,2,-1,-1,-1,0,0,-1,0.0015249952343898926,4.705521472392638,7344.0,7772.666666666667,0,464.0,0,Low Risk
240000,38,2,3,1,0,0,2,0,0,0,0.4464481397994175,0.08866158340255159,112433.16666666667,4392.333333333333,2,396.0,1,Medium Risk
240000,27,2,1,2,-2,-2,-2,-2,-2,-2,0.013720776163432652,2.756223436551305,5856.166666666667,5468.166666666667,-2,459.0,0,Low Risk
30000,38,1,2,1,1,2,0,0,0,2,0.8101396620112663,0.0,25172.333333333332,1147.3333333333333,2,296.0,1,High Risk
260000,28,1,2,2,0,0,0,0,0,0,0.9685693516563398,0.03970932772108168,225466.66666666666,8775.0,0,457.0,0,Low Risk
120000,26,1,2,2,2,2,2,2,0,0,0.9092424229798085,0.0,110938.66666666667,4956.0,2,243.0,0,High Risk
80000,47,2,2,1,0,0,-1,-1,-2,-2,0.059524255946800664,0.2099517111064455,1661.1666666666667,495.0,0,425.0,0,Medium Risk
70000,55,2,2,2,0,0,0,0,0,0,0.9653004957072042,0.03143267281310583,53805.833333333336,1850.8333333333333,0,418.0,0,Medium Risk
110000,51,1,2,2,0,0,0,0,0,0,0.6323942509613549,0.035937612305038454,53843.833333333336,2016.6666666666667,0,418.0,0,Medium Risk
120000,27,1,2,2,0,0,0,0,0,0,0.2445312955725369,0.1721928778326802,26378.666666666668,1830.0,0,444.0,0,Medium Risk
300000,40,2,2,1,-1,-1,-1,-1,-1,-1,0.009969966766777444,0.42713903743315507,1594.8333333333333,1777.0,-1,438.0,0,Medium Risk
120000,37,2,2,2,2,2,2,0,0,0,0.3229723085640953,0.1109448371949017,34992.333333333336,4194.0,2,283.0,0,High Risk
280000,37,1,2,1,0,0,0,0,0,-1,0.532951668029757,0.03688985981183156,135187.16666666666,20988.0,0,482.0,0,Low Risk
30000,24,2,2,2,0,0,0,0,2,2,0.6788773707543082,0.09819324430479183,23753.0,2117.0,2,335.0,0,High Risk
50000,48,1,3,1,1,-2,-2,-2,-2,-1,0.12599748005039899,0.0,1929.1666666666667,879.1666666666666,1,341.0,0,High Risk
320000,41,2,2,1,-2,-2,-2,-2,-2,-2,0.007984350048906097,2.7777777777777777,4864.166666666667,4974.5,-2,457.0,0,Low Risk
20000,24,2,2,1,4,3,2,2,2,2,0.8274086295685216,0.0,16191.5,683.3333333333334,4,163.0,1,High Risk
150000,35,1,2,1,2,2,2,2,2,2,0.9612869247538349,0.04577135129512119,147101.66666666666,5700.0,2,231.0,1,High Risk
10000,36,1,3,2,-1,-1,-1,-1,0,0,0.0575942405759424,6.948006932409013,4345.833333333333,3066.6666666666665,0,448.0,1,Medium Risk
350000,64,2,3,1,0,0,0,0,0,0,0.08778832060479827,0.09763400266866273,30724.5,2333.3333333333335,0,447.0,0,Medium Risk
70000,50,2,2,1,0,0,0,0,0,0,0.183668804731361,0.1189920671955203,15149.5,1515.0,0,437.0,0,Medium Risk
340000,36,2,1,2,0,0,0,-1,0,0,0.2704050870438616,0.042539074821348936,83341.5,18300.5,0,501.0,0,Low Risk
380000,42,1,2,1,-2,-2,-2,-2,-2,-2,0.006810508393398965,15.268057164928544,13767.833333333334,14449.5,-2,492.0,0,Low Risk
70000,53,2,3,1,2,2,2,2,2,2,0.7750032142397966,0.04792450047924501,56281.833333333336,2283.3333333333335,2,190.0,1,High Risk
180000,31,1,1,2,-1,-1,-1,-1,-1,-1,0.005077749568057955,0.9912568306010929,911.0,916.3333333333334,-1,432.0,0,Medium Risk
10000,42,2,3,1,2,0,0,0,0,0,0.8964103589641036,0.13696185590006693,7736.833333333333,1792.3333333333333,2,244.0,1,High Risk
80000,27,1,2,2,1,2,-1,-1,-1,-1,0.04688691391357608,0.0005330490405117271,2180.3333333333335,2256.3333333333335,2,336.0,1,High Risk
290000,30,2,1,2,0,0,0,0,0,-1,0.993213816504081,0.03744002444155898,165917.16666666666,44647.5,0,486.0,0,Low Risk
330000,27,2,2,1,-2,-2,-2,-2,-2,-1,0.0,0.0,372.3333333333333,539.0,-1,418.0,0,Medium Risk
520000,55,1,1,1,-1,-1,-1,-1,-1,-1,0.004407683831377247,2.2795464457043173,11472.333333333334,11940.833333333334,-1,490.0,0,Low Risk
10000,23,1,2,2,0,0,2,0,0,2,0.7885211478852114,0.1901863826550019,8175.5,800.0,2,324.0,1,High Risk
60000,59,2,2,1,4,4,4,5,4,3,0.9084181930301162,0.07338506980754765,57530.166666666664,1600.1666666666667,5,190.0,0,High Risk
160000,30,2,1,2,0,0,0,0,0,0,0.5403341229117318,0.03470013301717657,68247.16666666667,3000.0,0,459.0,1,Low Risk
400000,46,2,3,1,-1,-1,2,0,0,-1,0.0006499983750040625,230.1302681992337,24926.0,12135.333333333334,2,434.0,1,Medium Risk
60000,36,1,2,1,0,0,0,0,0,0,0.6188063532274463,0.04314570428225155,34819.166666666664,1481.6666666666667,0,420.0,1,Medium Risk
260000,26,2,1,2,0,0,0,0,0,0,0.9158041699839616,0.043542717472103344,223222.33333333334,10356.833333333334,0,454.0,0,Low Risk
360000,30,2,2,1,0,0,0,0,0,0,0.0583109491362524,0.9526985185538036,43643.5,7166.666666666667,0,482.0,0,Low Risk
50000,38,1,3,1,1,5,4,3,2,0,1.02209955800884,0.0,48852.833333333336,611.6666666666666,5,262.0,1,High Risk
230000,31,1,3,2,0,-1,-1,-1,-1,-1,0.018526006408667788,0.2346316283435007,891.0,666.6666666666666,0,439.0,0,Medium Risk
30000,43,2,2,1,-1,0,0,0,0,0,0.8388387053764874,0.057098581475742045,27783.0,1259.0,0,400.0,0,Medium Risk
390000,28,2,1,2,0,0,0,-2,-2,-2,0.5185832856838829,0.0494440021953137,67899.66666666667,1666.6666666666667,0,437.0,0,Medium Risk
180000,31,2,2,2,0,0,0,0,0,0,0.6231298715007139,0.01623501092141042,62835.833333333336,2153.5,0,428.0,0,Medium Risk
220000,30,1,3,1,0,0,0,0,2,0,0.7368375598292735,0.06168803128816947,174198.0,5861.333333333333,2,401.0,1,Medium Risk
150000,48,2,3,1,0,0,-1,-1,-1,-1,0.06486623422510517,0.0,2791.6666666666665,1252.6666666666667,0,441.0,0,Medium Risk
60000,43,2,3,1,2,2,-2,-2,-2,-1,0.07838202696621722,0.0,949.1666666666666,2498.6666666666665,2,269.0,1,High Risk
150000,37,1,2,2,0,0,0,0,0,0,0.4756034959766935,0.05770794202573519,58265.666666666664,4226.666666666667,0,452.0,0,Low Risk
110000,30,1,2,1,0,0,0,-1,2,2,0.3207516295306406,0.042512186826890376,42336.666666666664,11735.833333333334,2,426.0,0,Medium Risk
30000,45,1,3,2,0,0,0,0,0,0,0.9394686843771874,0.048854041013269,25508.833333333332,1144.8333333333333,0,411.0,0,Medium Risk
200000,58,1,1,1,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,-2,410.0,1,Medium Risk
80000,28,1,2,1,-1,-1,-1,-1,-1,-1,0.004874939063261709,0.9974424552429667,465.0,465.0,-1,420.0,1,Medium Risk
270000,44,1,1,1,3,3,4,4,4,4,0.9496335198758523,0.06998358053532915,272185.0,10243.5,4,227.0,0,High Risk
70000,24,2,3,2,0,0,0,0,0,0,0.9862573391808689,0.043453070683661645,68908.5,3200.0,0,435.0,0,Medium Risk
180000,36,2,1,1,0,0,0,0,0,0,0.027283181760101333,0.40716612377850164,8479.0,1266.6666666666667,0,449.0,0,Medium Risk
80000,26,1,2,2,0,0,-1,-1,-1,-1,0.004374945313183585,0.0,95.0,386.6666666666667,0,421.0,0,Medium Risk
60000,36,2,2,2,0,0,0,0,0,0,0.9620506324894585,0.0346470333477696,45755.833333333336,2469.1666666666665,0,423.0,0,Medium Risk
280000,23,2,1,2,0,0,0,0,0,0,0.9377787936471655,0.024575367507045472,212054.83333333334,5746.333333333333,0,448.0,0,Medium Risk
80000,44,2,2,2,0,0,0,0,-1,-1,0.28463394207572407,0.05440892323906552,13411.0,4463.833333333333,0,464.0,0,Low Risk
120000,38,2,2,1,2,2,2,2,2,2,0.5308289097590854,0.04709502205616866,66622.83333333333,2683.3333333333335,2,217.0,1,High Risk
30000,25,2,2,1,0,0,0,2,2,2,0.9960667977734076,0.06692544505420961,30063.333333333332,1735.5,2,321.0,1,High Risk
20000,27,1,2,2,1,-1,0,0,0,0,0.0,1133.862499999982,15925.833333333334,3924.0,1,376.0,0,High Risk
20000,24,1,2,2,0,0,0,0,0,0,0.8848057597120144,0.09232681658944514,18350.166666666668,957.3333333333334,0,394.0,0,Medium Risk
60000,31,2,2,2,1,2,0,0,0,2,0.34239429342844285,0.0,21504.5,1116.6666666666667,2,331.0,0,High Risk
100000,27,1,1,2,0,0,2,2,2,2,0.36013639863601365,0.11661807580174927,37021.0,2390.0,2,344.0,1,High Risk
130000,28,2,3,1,0,0,0,0,0,0,0.23056745717340635,0.16767306088407005,36405.166666666664,7761.333333333333,0,466.0,0,Low Risk
280000,56,2,1,1,-2,-1,2,-1,-1,-1,0.0,769.0,1983.8333333333333,2309.0,2,377.0,0,High Risk
120000,34,2,2,1,-1,-1,-1,-1,0,0,0.0027166440279664337,1.525993883792049,612.1666666666666,787.6666666666666,0,422.0,0,Medium Risk
150000,48,2,2,3,0,0,0,0,0,-2,0.024073172845514364,0.5537098560354374,3258.0,920.5,0,433.0,0,Medium Risk
150000,37,2,2,2,0,0,0,0,0,0,0.04025973160178932,0.4966887417218543,6169.333333333333,2850.5,0,471.0,0,Low Risk
130000,37,2,3,1,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,-2,405.0,1,Medium Risk
140000,49,2,2,1,-1,-1,-2,-2,-2,-1,0.017549874643752544,0.0,506.0,424.5,-1,410.0,0,Medium Risk
50000,31,2,2,1,0,0,2,0,0,2,0.8993820123597528,0.08572190967512397,48116.833333333336,2193.6666666666665,2,354.0,1,High Risk
180000,41,1,1,2,0,-1,-1,-1,0,0,0.09092171710157165,1.120486344473636,37806.0,20859.666666666668,0,505.0,0,Low Risk
150000,25,2,1,2,-1,0,-1,-1,-1,-2,0.12557249618335878,0.10617401921749747,4149.666666666667,691.6666666666666,0,423.0,0,Medium Risk
310000,35,2,1,1,-1,-1,-1,-1,-1,-1,0.0058548198231618605,2.031387665198238,7456.0,7175.833333333333,-1,464.0,0,Low Risk
260000,31,2,2,2,-1,3,2,2,2,0,0.31643724447213667,0.0,87279.5,4384.666666666667,3,378.0,0,High Risk
180000,34,1,1,2,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,-2,419.0,0,Medium Risk
20000,38,1,2,2,0,0,0,0,0,0,0.992200389980501,0.08535725083140179,16040.0,1743.3333333333333,0,411.0,0,Medium Risk
120000,45,1,1,1,0,0,0,0,0,0,0.17397355022041483,0.06557141488648338,22881.5,1037.5,0,442.0,0,Medium Risk
50000,41,1,2,1,0,0,0,0,0,0,0.7339053218935622,0.27250183938741585,24741.833333333332,2502.0,0,442.0,0,Medium Risk
60000,37,2,2,1,0,0,0,0,0,0,0.9910168163863936,0.05045154129458655,47488.5,1862.0,0,420.0,1,Medium Risk
150000,36,2,1,2,1,-1,-1,-1,-1,-2,0.0,990.0,204.0,204.0,1,360.0,0,High Risk
550000,31,1,1,2,1,2,2,-2,-1,-1,0.031847214823245776,0.0,4582.333333333333,2566.8333333333335,2,360.0,0,High Risk
110000,45,2,2,1,0,0,0,0,0,0,0.9837546931391533,0.04897657441205008,73652.83333333333,2828.3333333333335,0,442.0,0,Medium Risk
140000,42,2,1,1,2,2,2,0,0,0,1.0094285040821136,0.03042696820028021,138094.5,4326.166666666667,2,274.0,1,High Risk
500000,47,1,1,2,-2,-2,-1,-1,0,-1,0.04275191449617101,0.9577115591523601,12831.5,9742.166666666666,0,464.0,0,Low Risk
80000,44,2,3,1,0,0,2,0,0,0,1.0100873739078262,0.0857082750683711,79913.16666666667,3237.6666666666665,2,386.0,0,Medium Risk
130000,26,2,2,2,2,0,0,0,0,0,1.0041076607103023,0.045964331678617396,117809.33333333333,4540.333333333333,2,277.0,1,High Risk
50000,24,1,2,2,0,0,0,0,0,0,0.7033059338813223,0.0369664742514289,17113.333333333332,782.0,0,406.0,0,Medium Risk
200000,27,2,1,2,0,0,0,0,0,0,0.3128684356578217,0.036404314822213346,62553.833333333336,2160.0,0,457.0,0,Low Risk
180000,26,1,1,2,-1,-1,-2,-1,0,0,0.0010499941666990739,0.0,63696.5,24018.5,0,478.0,0,Low Risk
200000,36,2,2,2,0,0,0,0,0,0,0.9654101729491352,0.04661183733504589,181470.33333333334,8149.833333333333,0,452.0,0,Low Risk
140000,30,1,3,2,2,2,2,2,2,0,1.0401854272469482,0.04123520202158926,126650.16666666667,3752.3333333333335,2,245.0,0,High Risk
80000,25,2,2,2,0,0,2,-1,-1,-1,0.7249159385507681,0.05736701439779291,14736.0,1409.5,2,357.0,0,High Risk
360000,45,2,2,2,-2,-1,2,2,-2,-2,0.0,1133.862499999982,833.3333333333334,416.6666666666667,2,356.0,0,High Risk
50000,34,1,3,2,1,2,2,2,2,2,0.6755064898702026,0.05625129526008823,35334.666666666664,1600.0,2,268.0,1,High Risk
80000,32,2,1,1,-1,3,2,-1,0,0,0.061586730165872926,0.0,4024.3333333333335,807.3333333333334,3,366.0,1,High Risk
190000,27,2,2,2,0,0,0,0,0,0,0.5112394145293973,0.045482154071054284,101878.0,4580.0,0,454.0,0,Low Risk
280000,35,2,1,2,-1,-1,-1,-1,-1,-1,0.023192774311520316,4.422324865280985,10305.0,11244.166666666666,-1,464.0,0,Low Risk
30000,55,1,3,1,2,2,7,7,7,7,0.07983067231092297,0.0,2395.0,0.0,7,187.0,1,High Risk
80000,52,2,2,3,0,0,0,0,0,0,0.789165135435807,0.03305614952086798,55223.5,2117.1666666666665,0,418.0,0,Medium Risk
360000,39,2,2,2,-1,2,2,-2,-2,-2,0.0018194393904461376,0.0,218.33333333333334,0.0,2,362.0,0,High Risk
70000,24,2,4,1,0,0,0,-2,-2,-2,0.6808902729961,0.02098019469620678,15855.5,166.66666666666666,0,403.0,0,Medium Risk
220000,39,1,3,1,0,0,0,0,0,-1,0.8764278344189345,0.10372583188117168,89488.33333333333,19175.0,0,479.0,0,Low Risk
360000,35,1,1,1,-1,-1,-1,-1,-1,-1,0.03315546345704595,1.8415849878528943,10462.333333333334,9632.0,-1,464.0,0,Low Risk
230000,45,2,4,2,0,0,0,0,0,0,0.627853791940035,0.03739405019112515,151307.16666666666,5766.666666666667,0,455.0,0,Low Risk
290000,37,1,2,1,-2,-2,-2,-2,-2,-2,0.6893458988072455,0.04002260994837729,189098.0,36391.833333333336,-2,465.0,0,Low Risk
30000,34,2,2,1,2,2,0,0,0,2,0.564781173960868,0.0,18097.333333333332,1033.3333333333333,2,231.0,1,High Risk
240000,40,1,3,2,0,0,0,0,0,0,1.022124907812884,0.03461306417949387,237394.66666666666,45139.5,0,482.0,0,Low Risk
360000,30,2,1,2,-2,-2,-2,-2,-2,-2,0.013236074344237932,0.7205203524968528,3744.0,3915.6666666666665,-2,461.0,0,Low Risk
30000,23,2,2,2,0,0,0,0,0,0,0.6531115629479017,0.0686909926001531,21654.166666666668,1080.6666666666667,0,404.0,0,Medium Risk
140000,43,2,2,1,2,2,0,0,0,0,0.6473668045228248,0.0,76731.66666666667,2356.5,2,260.0,1,High Risk
120000,27,2,1,2,-1,0,0,0,0,0,0.18355680369330254,1.5888868712547666,53777.5,22958.333333333332,0,486.0,0,Low Risk
50000,35,1,1,2,0,0,0,0,0,0,0.9652606947861043,0.03242515280223764,23422.5,1986.6666666666667,0,427.0,1,Medium Risk
50000,22,1,2,2,1,2,0,0,0,0,1.01559968800624,0.0008073726911110235,30612.666666666668,898.8333333333334,2,302.0,0,High Risk
300000,48,2,1,2,2,0,0,0,0,0,1.013463288455705,0.0378238461260159,286671.6666666667,10666.666666666666,2,283.0,1,High Risk
20000,22,2,1,2,0,0,0,0,-1,0,0.9276036198190091,0.08084510078689232,17251.833333333332,4127.666666666667,0,426.0,0,Medium Risk
320000,33,2,1,1,1,-2,-2,-1,-1,-1,0.0,0.0,454.5,454.5,1,355.0,0,High Risk
140000,40,2,2,1,0,0,0,0,0,0,0.9884857965300248,0.03719921959679168,75297.0,3577.3333333333335,0,455.0,0,Low Risk
250000,33,2,2,1,3,2,2,-2,-2,-2,0.00999996000016,0.0,833.3333333333334,0.0,3,249.0,1,High Risk
470000,37,1,1,1,0,0,0,0,0,0,0.2862993908523599,1.115136516995883,146160.5,34528.333333333336,0,513.0,0,Low Risk
160000,34,2,2,2,-1,-1,-1,-1,-1,-1,0.11848675945775339,1.2658895511366632,12924.5,12805.333333333334,-1,498.0,0,Low Risk
200000,36,2,2,1,0,0,0,0,0,0,0.923480382598087,0.043319364584348506,116531.5,10666.833333333334,0,452.0,0,Low Risk
80000,39,2,2,1,0,0,0,0,0,2,0.792090098873764,0.07890293361107166,69570.33333333333,4225.0,2,389.0,0,Medium Risk
270000,26,2,1,2,1,-2,-1,-1,-2,-2,0.0,0.0,1056.0,1056.0,1,362.0,0,High Risk
100000,30,2,2,1,2,-1,-1,0,0,0,0.007359926400735992,1.67842605156038,25738.666666666668,8749.833333333334,2,298.0,0,High Risk
360000,35,2,2,2,2,2,2,0,0,0,1.0000611109413584,0.04081116814434593,309511.0,10709.333333333334,2,275.0,1,High Risk
350000,39,2,1,2,-1,-1,-1,-1,-1,-1,0.011028539918457377,0.16783216783216784,5582.0,5630.166666666667,-1,456.0,0,Low Risk
30000,27,2,2,1,0,0,0,0,0,0,0.15089497016766107,0.6625441696113075,9786.0,3233.8333333333335,0,461.0,0,Low Risk
280000,32,2,2,1,0,0,0,0,0,0,0.041289138253077666,0.11243729458571182,13913.5,950.0,0,439.0,0,Medium Risk
20000,36,2,1,2,-2,-2,-2,-2,-2,-2,0.011149442527873607,0.0,37.166666666666664,0.0,-2,396.0,0,Medium Risk
390000,31,1,1,2,0,0,0,0,0,0,0.049920384819526105,0.11438109912686184,16230.5,2200.8333333333335,0,457.0,0,Low Risk
230000,28,2,2,2,-1,-1,-1,-1,-1,-1,0.03277811835600715,0.8620689655172413,11419.666666666666,10322.833333333334,-1,462.0,0,Low Risk
200000,33,2,1,2,-1,-1,-1,-2,-2,-2,0.004229978850105749,5.872491145218418,856.3333333333334,829.0,-1,429.0,0,Medium Risk
50000,36,2,2,1,0,0,0,0,0,0,0.5255294894102118,0.06469289900296826,23268.666666666668,1283.3333333333333,0,420.0,0,Medium Risk
80000,25,2,3,1,-2,-2,-1,-1,-2,-2,0.04221197235034562,0.9997039668442865,3674.3333333333335,3676.0,-1,442.0,0,Medium Risk
30000,29,1,2,2,1,2,0,0,0,0,0.8059731342288591,0.0,24984.166666666668,1070.8333333333333,2,314.0,0,High Risk
30000,39,1,2,2,0,0,0,0,0,0,0.9569014366187794,0.05273607579504685,23374.833333333332,868.6666666666666,0,401.0,0,Medium Risk
300000,30,2,1,2,0,0,0,0,0,0,0.7244275852413825,0.0368103805273087,184568.83333333334,9286.5,0,459.0,0,Low Risk
30000,31,2,2,2,0,0,0,0,0,0,0.9550014999500017,0.06282283959234958,27509.0,1400.0,0,415.0,0,Medium Risk
200000,26,1,1,2,2,2,2,2,2,2,0.9848900755496223,0.0395979287237283,177260.66666666666,5666.666666666667,2,232.0,1,High Risk
20000,27,1,2,1,0,0,0,3,2,0,0.32993350332483373,0.45454545454545453,14996.166666666666,2650.0,3,392.0,0,Medium Risk
360000,40,1,1,2,-1,3,2,-1,-1,2,0.0013861072608131644,0.0,4424.166666666667,5043.0,3,383.0,1,Medium Risk
70000,28,1,1,2,0,0,0,0,0,0,0.13162669104727076,0.16277807921866522,12597.5,1916.6666666666667,0,444.0,0,Medium Risk
180000,53,2,1,2,-2,-2,-2,-2,-2,-2,0.0,0.0,-1580.0,0.0,-2,410.0,0,Medium Risk
360000,34,2,2,2,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,1,352.0,1,High Risk
50000,53,1,3,1,0,0,0,0,0,0,0.13235735285294295,0.17117389333736213,8321.5,597.5,0,427.0,0,Medium Risk
160000,27,1,1,2,-1,-1,-2,-2,-2,-2,0.0010312435547277829,0.0,27.5,0.0,-1,416.0,1,Medium Risk
20000,47,2,2,1,3,2,2,2,2,2,0.8885555722213889,0.07314465762673719,18776.833333333332,808.3333333333334,3,171.0,1,High Risk
250000,51,1,3,1,-2,-2,-2,-2,-2,-2,0.0,132.52631578947367,398.6666666666667,419.6666666666667,-2,420.0,0,Medium Risk
30000,27,1,2,2,0,0,0,0,0,0,0.6316789440351989,0.06701139721401435,16172.5,1061.6666666666667,0,413.0,0,Medium Risk
180000,33,2,2,1,0,0,0,0,0,-1,0.17100460552996927,0.06497303618998115,27002.333333333332,6239.5,0,478.0,0,Low Risk
50000,44,2,3,1,1,2,3,2,4,3,0.26223475530489393,0.1601464195836193,15327.5,900.0,4,276.0,1,High Risk
500000,54,1,1,2,-2,-2,-2,-2,-2,-2,0.005267989464021072,0.42466793168880457,8727.0,12965.0,-2,487.0,0,Low Risk
50000,26,2,2,1,0,0,0,0,0,0,0.8378032439351213,0.042514083834622365,31461.166666666668,1392.1666666666667,0,422.0,0,Medium Risk
30000,23,2,2,2,2,-1,-1,-1,0,0,0.0242991900269991,0.6616438356164384,632.8333333333334,349.5,2,246.0,1,High Risk
400000,33,2,1,2,-1,-1,-1,-1,-1,-1,0.019419951450121375,4.032694040417042,20162.0,26423.333333333332,-1,499.0,0,Low Risk
270000,38,2,2,1,0,0,0,0,0,0,0.22464361243106507,0.0494600610007419,56603.0,6003.166666666667,0,474.0,0,Low Risk
20000,38,1,2,1,-1,0,0,0,0,0,0.9334033298335084,0.07102303160149973,19718.833333333332,780.3333333333334,0,390.0,0,Medium Risk
50000,25,2,1,2,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,1,331.0,1,High Risk
360000,32,2,1,2,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,-2,419.0,0,Medium Risk
200000,40,2,1,1,-1,-1,-1,-1,-1,-1,0.01913490432547837,2.0977011494252875,5022.5,5850.333333333333,-1,460.0,0,Low Risk
480000,52,2,1,1,-2,-2,-2,-2,-2,-2,0.21934537636379925,0.8279274744270423,61237.0,53192.0,-2,494.0,0,Low Risk
